artifact,condition_id,count,cue_level,denominator,rate,stage,status,writer_target
attempt,one_shot_text,36,l0,36,1.0,writer,accepted,kimi_baseten
state,one_shot_text,36,l0,36,1.0,writer,accepted,kimi_baseten
attempt,one_shot_typed,36,l0,36,1.0,writer,accepted,kimi_baseten
state,one_shot_typed,36,l0,36,1.0,writer,accepted,kimi_baseten
attempt,incremental_text,127,l0,266,0.4774436090225564,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,109,l0,266,0.40977443609022557,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,incremental_text,22,l0,266,0.08270676691729323,writer,no_change,nemotron_3_ultra_baseten
attempt,incremental_text,8,l0,266,0.03007518796992481,writer,writer_error,nemotron_3_ultra_baseten
state,incremental_text,127,l0,198,0.6414141414141414,writer,accepted,nemotron_3_ultra_baseten
state,incremental_text,22,l0,198,0.1111111111111111,writer,no_change,nemotron_3_ultra_baseten
state,incremental_text,49,l0,198,0.2474747474747475,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,incremental_typed,112,l0,202,0.5544554455445545,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_typed,4,l0,202,0.019801980198019802,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,incremental_typed,85,l0,202,0.4207920792079208,writer,no_change,nemotron_3_ultra_baseten
attempt,incremental_typed,1,l0,202,0.0049504950495049506,writer,writer_error,nemotron_3_ultra_baseten
state,incremental_typed,112,l0,198,0.5656565656565656,writer,accepted,nemotron_3_ultra_baseten
state,incremental_typed,85,l0,198,0.4292929292929293,writer,no_change,nemotron_3_ultra_baseten
state,incremental_typed,1,l0,198,0.005050505050505051,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,one_shot_text,34,l0,42,0.8095238095238095,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_text,4,l0,42,0.09523809523809523,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,one_shot_text,4,l0,42,0.09523809523809523,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_text,34,l0,36,0.9444444444444444,writer,accepted,nemotron_3_ultra_baseten
state,one_shot_text,2,l0,36,0.05555555555555555,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,one_shot_typed,36,l0,37,0.972972972972973,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_typed,1,l0,37,0.02702702702702703,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_typed,36,l0,36,1.0,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,149,l0,269,0.5539033457249071,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_text,118,l0,269,0.43866171003717475,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,incremental_text,2,l0,269,0.007434944237918215,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_text,149,l0,198,0.7525252525252525,writer,accepted,qwen_plus_0728_openrouter
state,incremental_text,49,l0,198,0.2474747474747475,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,incremental_typed,115,l0,207,0.5555555555555556,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_typed,83,l0,207,0.40096618357487923,writer,no_change,qwen_plus_0728_openrouter
attempt,incremental_typed,9,l0,207,0.043478260869565216,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_typed,115,l0,198,0.5808080808080808,writer,accepted,qwen_plus_0728_openrouter
state,incremental_typed,83,l0,198,0.41919191919191917,writer,no_change,qwen_plus_0728_openrouter
attempt,one_shot_text,36,l0,36,1.0,writer,accepted,qwen_plus_0728_openrouter
state,one_shot_text,36,l0,36,1.0,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,36,l0,42,0.8571428571428571,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,1,l0,42,0.023809523809523808,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,one_shot_typed,5,l0,42,0.11904761904761904,writer,writer_error,qwen_plus_0728_openrouter
state,one_shot_typed,36,l0,36,1.0,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_text,123,l1,313,0.3929712460063898,writer,accepted,glm_5_2_baseten
attempt,incremental_text,190,l1,313,0.6070287539936102,writer,invalid_payload,glm_5_2_baseten
state,incremental_text,123,l1,198,0.6212121212121212,writer,accepted,glm_5_2_baseten
state,incremental_text,75,l1,198,0.3787878787878788,writer,retained_after_failed_update,glm_5_2_baseten
attempt,incremental_typed,151,l1,202,0.7475247524752475,writer,accepted,glm_5_2_baseten
attempt,incremental_typed,6,l1,202,0.0297029702970297,writer,invalid_payload,glm_5_2_baseten
attempt,incremental_typed,44,l1,202,0.21782178217821782,writer,no_change,glm_5_2_baseten
attempt,incremental_typed,1,l1,202,0.0049504950495049506,writer,writer_error,glm_5_2_baseten
state,incremental_typed,151,l1,198,0.7626262626262627,writer,accepted,glm_5_2_baseten
state,incremental_typed,44,l1,198,0.2222222222222222,writer,no_change,glm_5_2_baseten
state,incremental_typed,3,l1,198,0.015151515151515152,writer,retained_after_failed_update,glm_5_2_baseten
attempt,one_shot_text,36,l1,39,0.9230769230769231,writer,accepted,glm_5_2_baseten
attempt,one_shot_text,3,l1,39,0.07692307692307693,writer,invalid_payload,glm_5_2_baseten
state,one_shot_text,36,l1,36,1.0,writer,accepted,glm_5_2_baseten
attempt,one_shot_typed,36,l1,41,0.8780487804878049,writer,accepted,glm_5_2_baseten
attempt,one_shot_typed,5,l1,41,0.12195121951219512,writer,writer_error,glm_5_2_baseten
state,one_shot_typed,36,l1,36,1.0,writer,accepted,glm_5_2_baseten
attempt,incremental_text,167,l1,200,0.835,writer,accepted,grok_4_3_openrouter
attempt,incremental_text,1,l1,200,0.005,writer,invalid_payload,grok_4_3_openrouter
attempt,incremental_text,31,l1,200,0.155,writer,no_change,grok_4_3_openrouter
attempt,incremental_text,1,l1,200,0.005,writer,writer_error,grok_4_3_openrouter
state,incremental_text,167,l1,198,0.8434343434343434,writer,accepted,grok_4_3_openrouter
state,incremental_text,31,l1,198,0.15656565656565657,writer,no_change,grok_4_3_openrouter
attempt,incremental_typed,101,l1,200,0.505,writer,accepted,grok_4_3_openrouter
attempt,incremental_typed,97,l1,200,0.485,writer,no_change,grok_4_3_openrouter
attempt,incremental_typed,2,l1,200,0.01,writer,writer_error,grok_4_3_openrouter
state,incremental_typed,101,l1,198,0.51010101010101,writer,accepted,grok_4_3_openrouter
state,incremental_typed,97,l1,198,0.4898989898989899,writer,no_change,grok_4_3_openrouter
attempt,one_shot_text,36,l1,36,1.0,writer,accepted,grok_4_3_openrouter
state,one_shot_text,36,l1,36,1.0,writer,accepted,grok_4_3_openrouter
attempt,one_shot_typed,36,l1,36,1.0,writer,accepted,grok_4_3_openrouter
state,one_shot_typed,36,l1,36,1.0,writer,accepted,grok_4_3_openrouter
attempt,incremental_text,174,l1,225,0.7733333333333333,writer,accepted,kimi_baseten
attempt,incremental_text,44,l1,225,0.19555555555555557,writer,invalid_payload,kimi_baseten
attempt,incremental_text,7,l1,225,0.03111111111111111,writer,no_change,kimi_baseten
state,incremental_text,174,l1,198,0.8787878787878788,writer,accepted,kimi_baseten
state,incremental_text,7,l1,198,0.03535353535353535,writer,no_change,kimi_baseten
state,incremental_text,17,l1,198,0.08585858585858586,writer,retained_after_failed_update,kimi_baseten
attempt,incremental_typed,151,l1,213,0.7089201877934272,writer,accepted,kimi_baseten
attempt,incremental_typed,10,l1,213,0.046948356807511735,writer,invalid_payload,kimi_baseten
attempt,incremental_typed,45,l1,213,0.2112676056338028,writer,no_change,kimi_baseten
attempt,incremental_typed,7,l1,213,0.03286384976525822,writer,writer_error,kimi_baseten
state,incremental_typed,151,l1,198,0.7626262626262627,writer,accepted,kimi_baseten
state,incremental_typed,45,l1,198,0.22727272727272727,writer,no_change,kimi_baseten
state,incremental_typed,2,l1,198,0.010101010101010102,writer,retained_after_failed_update,kimi_baseten
attempt,one_shot_text,36,l1,36,1.0,writer,accepted,kimi_baseten
state,one_shot_text,36,l1,36,1.0,writer,accepted,kimi_baseten
attempt,one_shot_typed,36,l1,36,1.0,writer,accepted,kimi_baseten
state,one_shot_typed,36,l1,36,1.0,writer,accepted,kimi_baseten
attempt,incremental_text,135,l1,255,0.5294117647058824,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,86,l1,255,0.33725490196078434,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,incremental_text,17,l1,255,0.06666666666666667,writer,no_change,nemotron_3_ultra_baseten
attempt,incremental_text,17,l1,255,0.06666666666666667,writer,writer_error,nemotron_3_ultra_baseten
state,incremental_text,135,l1,198,0.6818181818181818,writer,accepted,nemotron_3_ultra_baseten
state,incremental_text,17,l1,198,0.08585858585858586,writer,no_change,nemotron_3_ultra_baseten
state,incremental_text,46,l1,198,0.23232323232323232,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,incremental_typed,103,l1,198,0.5202020202020202,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_typed,95,l1,198,0.4797979797979798,writer,no_change,nemotron_3_ultra_baseten
state,incremental_typed,103,l1,198,0.5202020202020202,writer,accepted,nemotron_3_ultra_baseten
state,incremental_typed,95,l1,198,0.4797979797979798,writer,no_change,nemotron_3_ultra_baseten
attempt,one_shot_text,36,l1,39,0.9230769230769231,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_text,1,l1,39,0.02564102564102564,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,one_shot_text,2,l1,39,0.05128205128205128,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_text,36,l1,36,1.0,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_typed,36,l1,37,0.972972972972973,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_typed,1,l1,37,0.02702702702702703,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_typed,36,l1,36,1.0,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,144,l1,290,0.496551724137931,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_text,140,l1,290,0.4827586206896552,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,incremental_text,6,l1,290,0.020689655172413793,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_text,144,l1,198,0.7272727272727273,writer,accepted,qwen_plus_0728_openrouter
state,incremental_text,54,l1,198,0.2727272727272727,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,incremental_typed,105,l1,205,0.5121951219512195,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_typed,92,l1,205,0.44878048780487806,writer,no_change,qwen_plus_0728_openrouter
attempt,incremental_typed,8,l1,205,0.03902439024390244,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_typed,105,l1,198,0.5303030303030303,writer,accepted,qwen_plus_0728_openrouter
state,incremental_typed,92,l1,198,0.46464646464646464,writer,no_change,qwen_plus_0728_openrouter
state,incremental_typed,1,l1,198,0.005050505050505051,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,one_shot_text,36,l1,36,1.0,writer,accepted,qwen_plus_0728_openrouter
state,one_shot_text,36,l1,36,1.0,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,35,l1,38,0.9210526315789473,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,1,l1,38,0.02631578947368421,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,one_shot_typed,2,l1,38,0.05263157894736842,writer,writer_error,qwen_plus_0728_openrouter
state,one_shot_typed,35,l1,36,0.9722222222222222,writer,accepted,qwen_plus_0728_openrouter
state,one_shot_typed,1,l1,36,0.027777777777777776,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,incremental_text,142,l2,292,0.4863013698630137,writer,accepted,glm_5_2_baseten
attempt,incremental_text,150,l2,292,0.5136986301369864,writer,invalid_payload,glm_5_2_baseten
state,incremental_text,142,l2,198,0.7171717171717171,writer,accepted,glm_5_2_baseten
state,incremental_text,56,l2,198,0.2828282828282828,writer,retained_after_failed_update,glm_5_2_baseten
attempt,incremental_typed,144,l2,201,0.7164179104477612,writer,accepted,glm_5_2_baseten
attempt,incremental_typed,2,l2,201,0.009950248756218905,writer,invalid_payload,glm_5_2_baseten
attempt,incremental_typed,54,l2,201,0.26865671641791045,writer,no_change,glm_5_2_baseten
attempt,incremental_typed,1,l2,201,0.004975124378109453,writer,writer_error,glm_5_2_baseten
state,incremental_typed,144,l2,198,0.7272727272727273,writer,accepted,glm_5_2_baseten
state,incremental_typed,54,l2,198,0.2727272727272727,writer,no_change,glm_5_2_baseten
attempt,one_shot_text,33,l2,42,0.7857142857142857,writer,accepted,glm_5_2_baseten
attempt,one_shot_text,9,l2,42,0.21428571428571427,writer,invalid_payload,glm_5_2_baseten
state,one_shot_text,33,l2,36,0.9166666666666666,writer,accepted,glm_5_2_baseten
state,one_shot_text,3,l2,36,0.08333333333333333,writer,retained_after_failed_update,glm_5_2_baseten
attempt,one_shot_typed,36,l2,42,0.8571428571428571,writer,accepted,glm_5_2_baseten
attempt,one_shot_typed,6,l2,42,0.14285714285714285,writer,writer_error,glm_5_2_baseten
state,one_shot_typed,36,l2,36,1.0,writer,accepted,glm_5_2_baseten
attempt,incremental_text,166,l2,200,0.83,writer,accepted,grok_4_3_openrouter
attempt,incremental_text,2,l2,200,0.01,writer,invalid_payload,grok_4_3_openrouter
attempt,incremental_text,32,l2,200,0.16,writer,no_change,grok_4_3_openrouter
state,incremental_text,166,l2,198,0.8383838383838383,writer,accepted,grok_4_3_openrouter
state,incremental_text,32,l2,198,0.16161616161616163,writer,no_change,grok_4_3_openrouter
attempt,incremental_typed,99,l2,203,0.4876847290640394,writer,accepted,grok_4_3_openrouter
attempt,incremental_typed,99,l2,203,0.4876847290640394,writer,no_change,grok_4_3_openrouter
attempt,incremental_typed,5,l2,203,0.024630541871921183,writer,writer_error,grok_4_3_openrouter
state,incremental_typed,99,l2,198,0.5,writer,accepted,grok_4_3_openrouter
state,incremental_typed,99,l2,198,0.5,writer,no_change,grok_4_3_openrouter
attempt,one_shot_text,36,l2,36,1.0,writer,accepted,grok_4_3_openrouter
state,one_shot_text,36,l2,36,1.0,writer,accepted,grok_4_3_openrouter
attempt,one_shot_typed,36,l2,36,1.0,writer,accepted,grok_4_3_openrouter
state,one_shot_typed,36,l2,36,1.0,writer,accepted,grok_4_3_openrouter
attempt,incremental_text,181,l2,220,0.8227272727272728,writer,accepted,kimi_baseten
attempt,incremental_text,35,l2,220,0.1590909090909091,writer,invalid_payload,kimi_baseten
attempt,incremental_text,4,l2,220,0.01818181818181818,writer,no_change,kimi_baseten
state,incremental_text,181,l2,198,0.9141414141414141,writer,accepted,kimi_baseten
state,incremental_text,4,l2,198,0.020202020202020204,writer,no_change,kimi_baseten
state,incremental_text,13,l2,198,0.06565656565656566,writer,retained_after_failed_update,kimi_baseten
attempt,incremental_typed,148,l2,211,0.7014218009478673,writer,accepted,kimi_baseten
attempt,incremental_typed,8,l2,211,0.037914691943127965,writer,invalid_payload,kimi_baseten
attempt,incremental_typed,48,l2,211,0.22748815165876776,writer,no_change,kimi_baseten
attempt,incremental_typed,7,l2,211,0.03317535545023697,writer,writer_error,kimi_baseten
state,incremental_typed,148,l2,198,0.7474747474747475,writer,accepted,kimi_baseten
state,incremental_typed,48,l2,198,0.24242424242424243,writer,no_change,kimi_baseten
state,incremental_typed,2,l2,198,0.010101010101010102,writer,retained_after_failed_update,kimi_baseten
attempt,one_shot_text,36,l2,36,1.0,writer,accepted,kimi_baseten
state,one_shot_text,36,l2,36,1.0,writer,accepted,kimi_baseten
attempt,one_shot_typed,36,l2,36,1.0,writer,accepted,kimi_baseten
state,one_shot_typed,36,l2,36,1.0,writer,accepted,kimi_baseten
attempt,incremental_text,137,l2,265,0.5169811320754717,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,103,l2,265,0.3886792452830189,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,incremental_text,18,l2,265,0.06792452830188679,writer,no_change,nemotron_3_ultra_baseten
attempt,incremental_text,7,l2,265,0.026415094339622643,writer,writer_error,nemotron_3_ultra_baseten
state,incremental_text,137,l2,198,0.6919191919191919,writer,accepted,nemotron_3_ultra_baseten
state,incremental_text,18,l2,198,0.09090909090909091,writer,no_change,nemotron_3_ultra_baseten
state,incremental_text,43,l2,198,0.21717171717171718,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,incremental_typed,107,l2,200,0.535,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_typed,91,l2,200,0.455,writer,no_change,nemotron_3_ultra_baseten
attempt,incremental_typed,2,l2,200,0.01,writer,writer_error,nemotron_3_ultra_baseten
state,incremental_typed,107,l2,198,0.5404040404040404,writer,accepted,nemotron_3_ultra_baseten
state,incremental_typed,91,l2,198,0.4595959595959596,writer,no_change,nemotron_3_ultra_baseten
attempt,one_shot_text,35,l2,41,0.8536585365853658,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_text,3,l2,41,0.07317073170731707,writer,invalid_payload,nemotron_3_ultra_baseten
attempt,one_shot_text,3,l2,41,0.07317073170731707,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_text,35,l2,36,0.9722222222222222,writer,accepted,nemotron_3_ultra_baseten
state,one_shot_text,1,l2,36,0.027777777777777776,writer,retained_after_failed_update,nemotron_3_ultra_baseten
attempt,one_shot_typed,36,l2,37,0.972972972972973,writer,accepted,nemotron_3_ultra_baseten
attempt,one_shot_typed,1,l2,37,0.02702702702702703,writer,writer_error,nemotron_3_ultra_baseten
state,one_shot_typed,36,l2,36,1.0,writer,accepted,nemotron_3_ultra_baseten
attempt,incremental_text,161,l2,259,0.6216216216216216,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_text,92,l2,259,0.3552123552123552,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,incremental_text,5,l2,259,0.019305019305019305,writer,no_change,qwen_plus_0728_openrouter
attempt,incremental_text,1,l2,259,0.003861003861003861,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_text,161,l2,198,0.8131313131313131,writer,accepted,qwen_plus_0728_openrouter
state,incremental_text,5,l2,198,0.025252525252525252,writer,no_change,qwen_plus_0728_openrouter
state,incremental_text,32,l2,198,0.16161616161616163,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,incremental_typed,110,l2,209,0.5263157894736842,writer,accepted,qwen_plus_0728_openrouter
attempt,incremental_typed,1,l2,209,0.004784688995215311,writer,invalid_payload,qwen_plus_0728_openrouter
attempt,incremental_typed,87,l2,209,0.41626794258373206,writer,no_change,qwen_plus_0728_openrouter
attempt,incremental_typed,11,l2,209,0.05263157894736842,writer,writer_error,qwen_plus_0728_openrouter
state,incremental_typed,110,l2,198,0.5555555555555556,writer,accepted,qwen_plus_0728_openrouter
state,incremental_typed,87,l2,198,0.4393939393939394,writer,no_change,qwen_plus_0728_openrouter
state,incremental_typed,1,l2,198,0.005050505050505051,writer,retained_after_failed_update,qwen_plus_0728_openrouter
attempt,one_shot_text,36,l2,36,1.0,writer,accepted,qwen_plus_0728_openrouter
state,one_shot_text,36,l2,36,1.0,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,36,l2,37,0.972972972972973,writer,accepted,qwen_plus_0728_openrouter
attempt,one_shot_typed,1,l2,37,0.02702702702702703,writer,writer_error,qwen_plus_0728_openrouter
state,one_shot_typed,36,l2,36,1.0,writer,accepted,qwen_plus_0728_openrouter
