authorization_id,case_id,condition_id,cue_level,cue_pair_id,errors,exact,field,final_typed_memory,memory_id,overgrant,undergrant,writer_seed,writer_target
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,issuer,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,grantee,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,effect,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,action,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,status,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_from,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_until,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,supersedes,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,"[""contradiction""]",false,source_turn_ids,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.vendor,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.allowed_categories,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.max_amount,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.currency,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,issuer,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,grantee,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,effect,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,action,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,status,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_from,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_until,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,supersedes,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,"[""contradiction""]",false,source_turn_ids,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.vendor,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.allowed_categories,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.max_amount,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l1,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.currency,true,mem_b7d3713c4803761c3c0efd94,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,issuer,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,grantee,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,effect,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,action,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,status,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_from,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_until,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,supersedes,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,"[""contradiction""]",false,source_turn_ids,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.vendor,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,"[""omission""]",false,scope.allowed_categories,true,mem_5442bcf61d3a625ae1ccd5d0,false,true,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.max_amount,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_initial,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.currency,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,issuer,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,grantee,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,effect,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,action,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,status,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_from,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,valid_until,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,supersedes,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,"[""contradiction""]",false,source_turn_ids,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.vendor,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.allowed_categories,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.max_amount,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_replacement,procurement_v1_calibration_revoke_replace,incremental_typed,l2,cue_memory_pair_003cdb455f0f053bcee62213,[],true,scope.currency,true,mem_5442bcf61d3a625ae1ccd5d0,false,false,20260817,nemotron_3_ultra_baseten
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,issuer,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,grantee,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,effect,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,action,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,status,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_from,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_until,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,supersedes,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,source_turn_ids,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.vendor,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.allowed_categories,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.max_amount,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l0,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.currency,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,issuer,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,grantee,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,effect,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,action,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,status,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_from,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_until,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,supersedes,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,source_turn_ids,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.vendor,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.allowed_categories,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.max_amount,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l1,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.currency,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,issuer,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,grantee,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,effect,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,action,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,status,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_from,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,valid_until,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,supersedes,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,source_turn_ids,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.vendor,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.allowed_categories,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.max_amount,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_reagent_01,procurement_v1_reagent_window_narrowing,incremental_typed,l2,cue_memory_pair_0077b1e3242a6f8e6b50ecb4,[],true,scope.currency,true,mem_77ce4796dd4ab9f39d998ecc,false,false,20260816,grok_4_3_openrouter
auth_print,procurement_v1_print_budget_narrowing,one_shot_typed,l0,cue_memory_pair_013c9ad81759b2113bf5aa1d,[],true,issuer,true,mem_d5dfee678534baad612b8bdf,false,false,20260817,grok_4_3_openrouter
